VSSL_INNB,CLSGN,VSSL_NO,IMO_NO,MMSI_NO,BEF_VSSL_NO,BEF_CLSGN,PRT_AG_CD,SATMNT_ENTRPS_CD,SAVE_TP,VSSL_KND_CD,VSSL_KOR_NM,VSSL_ENG_NM,VSSL_NLTY_CD,SHIPNG_NAT_CD,SHIPNG_PRT_CD,OPRTR_NLTY_CD,OPRTR_ENTRPS_CD,SHPWNR_NLTY_CD,SHPWNR_ENTRPS_CD,TON_EDYC_SE,INTRL_GRTG,GRTG,NTNG,CMDTY_WT_TON,VSSL_TOT_LT,SHDTH,VSSL_DRFT,VSSL_LT,VSSL_DP,BRBT_SE,IBOBPRT_SE,NVG_SHAP_CD,ERSR_RESN_CD,VSSL_CNSTR_DT,ORGINL_CMPRSN_DT,ISSC_DSPTH_DTLS,ISSC_APRTF_CECK_DTLS,ISSC_CNFIRM_DT,ISSC_PRT_CD,VSSL_TELNO_1,VSSL_TELNO_2,VSSL_TELNO_3,XCSSHP_AT,OKR_DPLC_HULL_AT,SBT_YN,REMARK,SATMNT_DT,USE_YN,RDCSHP_RESN,RDCSHP_DE,HARBOR_TNSPOT_SE,STDR_INSTT_HRSPW,USER_INSRNC_EXPRTN_DE,VSSL_INSRNC_EXPRTN_DE,CREW_INSRNC_EXPRTN_DE,POSESN_SE,HOLD_SE,CHARTSP_BEGIN_DE,CHARTSP_END_DE,LDADNG_CPCTY,ACQS_DE,RGSTR_ID,REGIST_DT,UPDUSR_ID,UPDT_DT,ROW_STTUS_CD,TELNO_RM,REQST_NO,NWSHIP_TKOFF_AT,OIL_INSRNC_BEGIN_DE,OIL_INSRNC_END_DE,RGSTR_SE,SATMNT_ENTRPS_U_CD,SUB_INST_YN,LDADNG_TEU,RE_SATMNT_REQST_YN,RE_SATMNT_REQST_RESN
C4CE2,D7AJ,151036,9329588,441973000,,C4CE2,20,OSL0038,3,41,하카타 보이저,HAKATA VOYAGER,KR,KR,CHA,KR,OSL0038,KR,,1,"7,447","7,447","3,121",0,121,21,7,121,11,3,1,1,,9/1/2004 0:00,7/14/2015 0:00,,,,,1044541521,,1038450270,,N,N,"150701 호출부호,선명,선적항,국적,톤수 변경 141210운영자,나용,대리점변경 2013.041 입항시각 본선 확인",4/9/2021 15:53,Y,,,,,,,,,,,,,,bpa020,7/14/2015 11:56,bpa222,5/5/2021 22:50,A,,66503,,,,,,,698,,
DSQR3,E5U3765,,9005601,457190000,108897,DSQR3,20,BSC0309,3,41,DA FA,DA FA,CK,CK,ZZZ,CN,,,,1,"3,838","3,838","1,510","3,276",113,18,6,106,8,,1,2,,11/21/1990 0:00,,,,,,1093116407,416819596,1048012846,N,N,,입출신고테스트,3/28/2020 12:53,Y,,,,,,,,,,,,,,bpa111,4/8/2014 7:37,bpa161006-IHS,10/27/2020 15:34,A,1039298371,59307,,,,,,,310,,
VRBH7,VRBH7,,9290115,477014900,,C4CS2,20,KMC0326,1,41,SEASPAN NEW YORK,SEASPAN NEW YORK,HK,HK,HKG,CH,,CH,KMC0326,1,"39,941","39,941","24,458","50,794",260,32,11,245,16,,1,1,,12/1/2004 0:00,,,,,,1045657192,1071740082,,,N,N,190225 선명/대리점 변경,2/25/2019 0:00,Y,,,,,,,,,,,,,,bpa020,10/6/2016 16:51,bpa161006-IHS,10/27/2020 15:31,A,,50982,,,,,,,"4,253",,
9527063,VRLI9,,9527063,477017600,,,20,KMC0155,3,41,MAERSK LABREA,MAERSK LABREA,HK,HK,HKG,DK,,,,1,"89,505","89,505","48,488","99,798",289,45,14,289,19,,1,1,,10/24/2012 0:00,,,,,,1098165350,556816181,,,N,N,,5/8/2020 17:44,Y,,,,,,,,,,,,,,lmk0123,4/7/2014 10:42,vtms,11/13/2020 7:26,A,,60087,,,,,,,"8,700",,
9685358,VRNL8,,9685358,477127900,,,20,ICC2115,3,41,SEASPAN BREEZE,SEASPAN BREEZE,HK,HK,HKG,SG,,HK,,1,"113,042","113,042","59,440","115,396",337,48,12,337,27,,1,1,,11/17/2014 0:00,1/3/2019 0:00,,,,,1065805891,,,,N,N,190103 신규등록,12/12/2019 17:41,Y,,,,,,,,,,,,,,bpa161006,1/3/2019 9:54,vtms,3/14/2021 17:59,,,57043,,,,,,,"10,100",,
9670810,VRNB2,,9670810,477133900,,,20,DHC0021,3,21,사오산 8,SHAO SHAN 8,HK,HK,HKG,CN,,CN,,1,"40,913","40,913","25,963","75,366",225,32,14,218,20,2,1,2,,3/1/2014 0:00,9/12/2014 0:00,,,,,,1093232419,,,,N,140904신규,9/4/2014 0:00,Y,,,,,,,,,,,,,,sima3116,9/12/2014 17:00,vtms,1/8/2021 16:50,A,,,,,,,,,,,
9768007,VRRQ4,,9768007,477166700,,,20,KMC0748,3,41,CMA CGM COCHIN,CMA CGM COCHIN,HK,HK,HKG,KR,,,KMC0748,1,"112,967","112,967","59,440","119,180",336,48,15,320,27,,1,1,,5/12/2018 0:00,5/25/2018 0:00,,,,,519168800,,,,N,N,180525 신규등록,5/25/2018 0:00,Y,,,,,,,,,,,,,,bpa163009,5/25/2018 9:53,vtms,5/3/2021 7:09,,,46257,,,,,,,"10,100",,
9VHK5,VROX2,,9334662,477178200,,9VHK5,20,KMC0155,1,41,MAERSK TAIKUNG,MAERSK TAIKUNG,HK,HK,HKG,DK,,,KMC0155,1,"94,193","94,193","57,008","113,478",320,43,15,320,20,,1,1,,5/1/2007 0:00,,,,,,1098165350,,,,N,N,"180801 호출부호,선박국적,선적항,순톤수,운영자국적 변경/대리점변경11.19",8/1/2018 0:00,Y,,,,,,,,,,,,,,lmk0123,1/20/2014 6:52,bpa163009-IHS,10/27/2020 15:35,A,,47498,,,,,,,"8,112",,
9VDR9,VROX5,,9332511,477178400,,9VDR9,20,KMC0155,3,41,MAERSK TANJONG,MAERSK TANJONG,HK,HK,HKG,DK,,,KMC0155,1,"94,193","94,193","57,008","113,478",320,43,15,320,20,,1,1,,2/1/2007 0:00,8/14/2007 0:00,,,,,1098165350,,,,N,N,"180829 호출부호,선박국적,선적항,순톤수,만재흘수,운영자국적,운항형태 변경/대리점8.16",8/29/2018 0:00,Y,,,,,,,,,,,,,,lmk0123,3/24/2012 15:56,joon5617-IHS,10/27/2020 15:35,A,,47973,,,,,,,"8,112",,
9713363,VROG8,,9713363,477181200,,,20,ICC2115,3,41,SEASPAN BELLWETHER,SEASPAN BELLWETHER,HK,HK,HKG,JP,,HK,,1,"113,042","113,042","59,440","119,241",337,48,14,337,23,,1,1,,7/24/2015 0:00,7/27/2015 0:00,,,,,1042796350,1049351905,,,N,N,150722 신규,10/21/2020 9:11,Y,,,,,,,,,,,,,,bpa020,7/27/2015 14:34,vtms,4/14/2021 11:14,A,,63263,,,,,,,"10,100",,
9527049,VRLI7,,9527049,477182700,,,20,KMC0155,3,41,MAERSK LANCO,MAERSK LANCO,HK,HK,HKG,DK,,,,1,"90,107","90,107","48,488","99,792",289,45,13,289,19,,1,1,,7/2/2012 0:00,,,,,,1098165350,,,,N,N,,7/17/2020 17:45,Y,,,,,,,,,,,,,,bpa111,1/7/2013 0:09,vtms,4/27/2021 0:00,A,,61481,,,,,,,"8,700",,
S6NW8,VRMD3,,9235531,477195100,,S6NW8,20,KMC0155,1,41,MAERSK VIRGINIA,MAERSK VIRGINIA,HK,HK,HKG,DK,,,,1,"50,686","50,686","29,558","61,609",278,32,14,278,19,,1,1,,12/1/2001 0:00,3/24/2015 0:00,,,,,1098165350,1028417027,,,N,N,150818 운항형태 변경 150318신규,6/19/2019 15:32,Y,,,,,,,,,,,,,,bpa020,8/18/2015 10:32,bpa161006-IHS,10/27/2020 15:36,A,,53485,,,,,,,"4,658",,
9526930,VRJH7,,9526930,477196800,,,20,KMC0155,3,41,MAERSK LEBU,MAERSK LEBU,HK,HK,HKG,DK,,,,1,"89,687","89,687","51,991","106,043",289,45,15,289,19,,1,1,,6/1/2011 0:00,,,,,,1098165350,514692281,,,N,N,,6/26/2020 15:14,Y,,,,,,,,,,,,,,bpa020,2/25/2016 11:14,vtms,4/3/2021 6:07,A,,61053,,,,,,,"8,700",,
9685322,VRNJ2,,9685322,477271900,,,20,ICC2115,3,41,SEASPAN BRAVO,SEASPAN BRAVO,HK,HK,ZZZ,SG,,,,1,"113,042","113,042","57,162","115,231",337,48,13,337,27,,1,1,,2/13/2014 0:00,6/8/2015 0:00,,,,,519998622,514401116,,,N,N,150527 신규,6/25/2019 11:13,Y,,,,,,,,,,,,,,bpa020,6/8/2015 10:05,vtms,4/10/2021 7:55,A,,53611,,,,,,,"10,100",,
9465306,VRPL2,,9465306,477307300,,A8YN5,20,KMC0326,3,41,MSC RENEE,MSC RENEE,HK,HK,ZZZ,CH,KMC0326,CH,,1,"141,635","141,635","63,825","148,549",353,48,15,353,26,,1,1,,5/7/2012 0:00,,,,,,,1045657192,,,,N,,1/29/2016 9:06,Y,,,,,,,,,,,,,,bpa020,1/29/2016 10:20,vtms,3/5/2021 15:38,A,,,,,,,,,"13,102",,
9465318,VRPL3,,9465318,477307400,,A8YN6,20,KMC0326,3,41,MSC MARGRIT,MSC MARGRIT,HK,CN,HKG,CH,,CH,,1,"141,635","141,635","63,825","141,141",353,48,15,353,26,,1,2,,2/1/2012 0:00,,,,,,,1045657192,,,,N,,3/14/2016 9:16,Y,,,,,,,,,,,,,,bpa020,3/14/2016 9:29,vtms,4/25/2021 22:55,A,,,,,,,,,"13,102",,
SWFA,VRSQ3,,9196864,477318300,,9HA3390,20,KMC0155,3,41,SEALAND MICHIGAN,SEALAND MICHIGAN,HK,HK,HKG,DK,,,,1,"74,583","74,583","41,490","81,574",294,40,14,294,20,,1,1,,1/1/2000 0:00,8/27/2013 0:00,,,,,1098165350,514105651,,1,N,N,151001 운항형태 변경 130821 호출부호 변경,2/3/2021 17:46,Y,,,,,,,,,,,,,,bpa020,10/1/2015 14:26,vtms,4/7/2021 14:59,A,,65238,,,,,,,"6,648",,
9527037,VRLB7,,9527037,477334300,,,20,KMC0155,3,41,MAERSK LONDRINA,MAERSK LONDRINA,HK,HK,HKG,DK,,,,1,"90,107","90,107","48,488","99,778",289,45,10,289,19,,1,1,,4/24/2012 0:00,,,,,,1098165350,1088711031,,,N,N,,10/5/2020 10:49,Y,,,,,,,,,,,,,,bpa020,5/13/2016 14:44,vtms,4/10/2021 16:54,A,,62931,,,,,,,"8,700",,
9526887,VRKB8,,9526887,477423500,,V7WG3,20,KMC0155,3,41,MAERSK LIRQUEN,MAERSK LIRQUEN,HK,HK,HKG,DK,,,,1,"89,687","89,687","51,991","106,043",289,45,14,289,19,,1,1,,5/19/2011 0:00,5/15/2015 0:00,,,,,1098165350,1094502281,,,N,N,,7/31/2020 18:07,Y,,,,,,,,,,,,,,bpa020,11/28/2016 15:01,vtms,5/6/2021 10:47,A,,61707,,,,,,,"8,700",,
9526875,VRKB9,,9526875,477423600,,V7WD9,20,KMC0155,3,41,MAERSK LIMA,MAERSK LIMA,HK,HK,HKG,DK,,,KMC0155,1,"89,174","89,174","51,991","106,043",289,45,14,289,19,,1,1,,11/24/2010 0:00,3/26/2012 0:00,,,,,1098165350,,,3,N,N,"190215 총톤수/국적/건조일 변경
120320 호출부호/선박",4/10/2020 12:12,Y,,,,,,,,,,,,,,lmk0123,4/1/2014 7:11,vtms,4/17/2021 6:06,A,,59541,,,,,,,"8,700",,
9526899,VRKC2,,9526899,477423700,,V7WG2,20,KMC0155,3,41,MAERSK LA PAZ,MAERSK LA PAZ,HK,HK,HKG,DK,,,,1,"89,174","89,174","51,991","106,043",289,45,14,289,19,,1,1,,1/1/2011 0:00,4/16/2012 0:00,,,,,1098165350,,,,N,N,"180625 총톤수,순톤수 변경/120410 호출부호/선박",6/22/2020 16:32,Y,,,,,,,,,,,,,,lmk0123,2/9/2014 14:06,vtms,3/26/2021 6:58,A,,60949,,,,,,,"8,700",,
9713349,VROG7,,9713349,477478700,,,20,ICC2115,3,41,SEASPAN BEAUTY,SEASPAN BEAUTY,HK,HK,HKG,SG,,,ICC2115,1,"113,042","113,042","59,440","119,106",337,48,13,324,27,,1,1,,4/29/2015 0:00,1/10/2019 0:00,,,,,1047154476,,,,N,N,190110 신규등록,8/21/2020 9:56,Y,,,,,,,,,,,,,,bpa161006,1/10/2019 8:51,vtms,4/29/2021 6:53,,,62087,,,,,,,"10,100",,
SYSJ,VRPE8,,9244946,477510600,,9HA3343,20,KMC0155,3,41,MAERSK KALAMATA,MAERSK KALAMATA,HK,HK,HKG,DK,,,KMC0155,1,"74,656","74,656","41,411","81,049",294,40,14,294,20,,1,1,,1/22/2003 0:00,7/24/2013 0:00,,,,,1098165350,514105657,,3,N,N,"180619 호출부호,선박국적,선적항,깊이,운영자국적 변경/130712 호출부호,국적변경",6/19/2018 0:00,Y,,,,,,,,,,,,,,lmk0123,3/17/2014 23:33,vtms,3/19/2021 20:15,A,,46680,,,,,,,"6,644",,
9526928,VRJH6,,9526928,477535200,,,20,KMC0155,3,41,MAERSK LAVRAS,MAERSK LAVRAS,HK,HK,HKG,DK,,,,1,"89,687","89,687","51,991","106,043",289,45,15,289,19,,1,1,,5/1/2011 0:00,,,,,,1098165350,514692281,,,N,N,"151022 톤수,운항형태 변경",5/29/2020 17:19,Y,,,,,,,,,,,,,,bpa020,10/22/2015 11:24,bpa191003-IHS,10/27/2020 15:35,A,,60476,,,,,,,"8,700",,
9786736,VRTG6,,9786736,477539600,,9V5295,20,ICC2115,3,41,SEASPAN OSPREY,SEASPAN OSPREY,HK,HK,HKG,SG,,SG,ICC2115,1,"113,976","113,976","62,816","132,672",330,48,16,330,27,,1,2,,11/21/2017 0:00,4/17/2018 0:00,,,,,1025208547,,,,N,N,"190307 대리점 변경
180417 신규등록",11/16/2020 13:13,Y,,,,,,,,,,,,,,bpa163009,4/17/2018 16:38,vtms,2/18/2021 7:17,,,63762,,,,,,,"11,923",,
9713351,VROD3,,9713351,477548300,,,20,ICC2115,3,41,SEASPAN BELIEF,SEASPAN BELIEF,HK,HK,HKG,JP,,HK,ICC2115,1,"113,042","113,042","59,440","119,137",337,48,13,324,23,,1,1,,6/30/2015 0:00,7/6/2015 0:00,,,,,1020559525,1049351905,,,N,N,"180504 선명,선적항,대리점변경/150701 신규",5/7/2020 14:53,Y,,,,,,,,,,,,,,bpa020,7/6/2015 9:03,vtms,5/1/2021 17:44,A,,60043,,,,,,,"10,100",,
9294393,VRLA4,,9294393,477552200,,,20,KMC0155,1,41,SAFMARINE NOKWANDA,SAFMARINE NOKWANDA,HK,HK,HKG,KR,KMC0155,,KMC0155,1,"50,624","50,624","26,654","63,150",252,37,14,252,19,,1,1,,9/8/2004 0:00,4/14/2014 0:00,,,,,1098165350,7948765,,,N,N,181218 길이/건조일 변경,12/18/2018 0:00,Y,,,,,,,,,,,,,,rrcho4479,10/10/2016 16:53,bpa161006-IHS,10/27/2020 15:36,A,,49840,,,,,,,"4,533",,
9526916,VRJC9,,9526916,477628400,,,20,KMC0155,3,41,MAERSK LETICIA,MAERSK LETICIA,HK,HK,HKG,DK,,,KMC0155,1,"89,174","89,174","51,991","106,043",289,45,15,289,19,,1,1,,4/1/2011 0:00,9/27/2011 0:00,,,,,1098165350,514692281,,,N,N,,3/5/2020 17:26,Y,,,,,,,,,,,,,,bpa020,5/4/2016 17:09,vtms,3/13/2021 16:18,A,,58869,,,,,,,"8,700",,
VRGA3,VRGA3,,9484546,477639300,,HK2567,20,KMC0155,3,41,BERNHARD SCHULTE,BERNHARD SCHULTE,HK,HK,HKG,DK,,,,1,"47,877","47,877","29,554","58,350",252,32,14,252,18,,1,1,,1/4/2010 0:00,,,,,,1098165350,1071740082,,,N,,,7/22/2020 10:18,Y,,,,,,,,,,,,,,bpa020,3/29/2017 16:30,vtms,3/25/2021 18:54,A,대리점 코스코쉬핑라인스 051-712-9824   담당자 010-6666-6726,61529,,,,,,,"4,616",,
9422574,VRCM5,,9422574,477656100,,,20,BSZ9581,1,41,FAR EAST GRACE,FAR EAST GRACE,HK,CN,TXG,KR,,,,1,"6,253","6,253","2,257","7,746",125,20,7,115,9,9,1,1,,1/25/2007 0:00,4/11/2018 16:02,,,,,1098800810,,,,N,,,5/22/2020 9:42,Y,,,,,,,,,,,,,,icpa05075016,4/11/2018 16:02,bpa161006-IHS,10/27/2020 15:31,,,60347,,,,,,,599,,
SZHN,VROW3,,9244922,477684200,,9HA3345,20,KMC0155,3,41,MAERSK KOLKATA,MAERSK KOLKATA,HK,HK,HKG,DK,,,,1,"74,656","74,656","41,411","81,353",294,40,14,294,20,,1,1,,7/9/2002 0:00,,,,,,1098165350,1094502281,,,N,N,171229 선명변경,5/20/2019 10:59,Y,,,,,,,,,,,,,,bpa020,12/29/2017 17:57,vtms,3/4/2021 12:33,A,,52548,,,,,,,"6,644",,
9630418,VRNY4,,9630418,477699600,,,20,KMC0761,3,41,SEASPAN HUDSON,SEASPAN HUDSON,HK,HK,HKG,CA,,CA,KMC0761,1,"112,967","112,967","59,440","115,159",336,48,16,336,27,,1,1,,2/3/2014 0:00,2/10/2015 0:00,,,,,1093328977,1088711031,,,N,N,"190214 선사변경
170814 대리점,나용구분,운항형태변경",3/13/2019 14:40,Y,,,,,,,,,,,,,,bpa020,8/14/2017 11:31,vtms,3/10/2021 0:09,A,,51269,,,,,,,"10,100",,
PHPQ,VRGW3,,9352042,477770200,,PHPQ,20,KMC0155,1,41,MAERSK STOCKHOLM,MAERSK STOCKHOLM,HK,HK,HKG,KR,KMC0155,,KMC0155,1,"92,293","92,293","58,211","107,978",321,43,20,321,20,,1,1,,3/3/2008 0:00,3/9/2015 0:00,,,,,1098165350,,,,N,N,150303총톤수변경/증서 080815까지유효,2/21/2020 16:56,Y,,,,,,,,,,,,,,sima3116,3/9/2015 13:50,bpa161006-IHS,10/27/2020 15:34,A,,58594,,,,,,,"9,662",,
PHPR,VRGW2,,9352030,477770300,,PHPR,20,KMC0155,3,41,MAERSK SALINA,MAERSK SALINA,HK,HK,HKG,DK,,,,1,"92,293","92,293","58,211","107,978",321,43,15,321,20,,1,1,,3/3/2008 0:00,7/18/2012 0:00,,,,,1098165350,617975145,,,N,N,120713 선박국적 변경,7/15/2019 10:43,Y,,,,,,,,,,,,,,hmyang,10/30/2014 14:20,vtms,4/27/2021 6:19,A,,54043,,,,,,,"9,662",,
VRCX7,VRCX7,,9301859,477830800,,,20,KMC0660,3,41,SEASPAN MANILA,SEASPAN MANILA,HK,HK,HKG,IL,,,,1,"39,941","39,941","24,458","50,869",245,32,13,245,16,3,1,1,,1/1/2007 0:00,,,,,,1064825318,,,,N,N,"181212 선주,나용형태,대리점 변경
180726 선명,대리점변경",3/22/2021 10:39,Y,,,,,,,,,,,,,,JACKEY75,5/23/2007 17:30,bpa333,3/25/2021 6:40,A,,66092,,,,,,,"4,248",,
MPJH9,VROX6,,9311701,477849300,,9VJR8,20,KMC0155,3,41,SAFMARINE MULANJE,SAFMARINE MULANJE,HK,HK,HKG,DK,,,,1,"50,686","50,686","29,491","61,447",278,32,14,278,19,,1,1,,8/1/2006 0:00,12/26/2012 0:00,,,,,,1090199039,,,,N,,9/29/2017 13:00,Y,,,,,,,,,,,,,,bpa020,9/29/2017 13:19,vtms,2/9/2021 6:29,A,,,,,,,,,"4,650",,
MRWF2,VROX8,,9318319,477849400,,9V6784,20,KMC0155,3,41,SAFMARINE MAKUTU,SAFMARINE MAKUTU,HK,HK,HKG,KR,,,,1,"50,686","50,686","29,491","61,407",278,32,14,278,19,,1,1,,1/1/1999 0:00,1/2/2013 0:00,,,,,,1062830349,,,,N,"151126 호출부호,국적,선적항 변경 121226 호출부호/선박",9/11/2007 0:00,Y,,,,,,,,,,,,,,bpa020,11/26/2015 16:07,bpa020-IHS,10/27/2020 15:35,A,,,,,,,,,"4,650",,
9492696,VRHY7,,9492696,477866200,,,20,ICC2115,3,41,BREVIK BRIDGE,BREVIK BRIDGE,HK,HK,HKG,HK,,,KMC8406,1,"46,444","46,444","20,191","58,430",256,35,11,256,20,,1,2,,12/20/2010 0:00,11/11/2013 0:00,,,,,,1020559525,,,N,N,131106 대리점변경,1/18/2011 0:00,Y,,,,,,,,,,,,,,lmk0123,2/3/2014 8:34,vtms,1/11/2021 17:09,A,,,,,,,,,"4,520",,
9535204,VRKR4,,9535204,477947100,,,616,ICC2115,3,41,MOL GROWTH,MOL GROWTH,HK,HK,HKG,DE,,DE,,1,"59,176","59,176","31,361","71,339",275,40,12,264,19,,1,1,,5/29/2012 0:00,,,,,,0,1020559525,,,,N,120629 선종/운항/나용 변경,5/29/2012 0:00,Y,,,,,,,,,,,,,,hmj0123,8/23/2017 14:54,vtms,3/31/2021 6:23,A,,,,,,,,,"5,605",,
3EGE6,V7NF9,,9302578,538002955,,3EGE6,20,KMC0211,3,41,SC MARA,SC MARA,MH,MH,MAJ,TW,,,,1,"54,214","54,214","31,226","68,165",294,32,7,284,19,,1,1,,6/1/2006 0:00,5/20/2010 0:00,,,,,1032652849,1094502281,,,N,N,180315 대리점변경,12/24/2020 11:09,Y,,,,,,,,,,,,,,bpa020,3/15/2018 17:04,bpa222,4/5/2021 7:31,A,,64467,,,,,,,"5,059",,
V7ER5,V7ER5,,9691761,538005519,,,20,KMS8832,3,41,SUNNY LILY,SUNNY LILY,MH,MH,MAJ,MH,,MH,,1,"9,988","9,988","4,575","12,248",150,23,11,140,11,1,1,1,,1/1/2014 0:00,4/21/2014 0:00,,,,,5.14E+14,1059325152,,,,N,140507선종변경 현대HMD신조선등록(울)/ITC미제출,4/28/2014 0:00,Y,,,,,,,,,,,,,,sima3116,5/7/2014 16:18,ipsae,5/6/2021 8:41,A,,,,,,,,,"1,009",,
9694529,V7FN5,,9694529,538005624,,,20,USC0033,3,41,WIDE ALPHA,WIDE ALPHA,MH,MH,MAJ,DK,,,,1,"51,872","51,872","29,415","65,152",245,37,9,245,18,,1,1,,1/1/2013 0:00,6/24/2014 0:00,,,,,1098165350,1025208547,,,N,N,151007 운항형태 변경 150623 대리점변경 140617대리점변경,9/4/2019 14:48,Y,,,,,,,,,,,,,,bpa020,10/7/2015 15:26,bpa063004-IHS,10/27/2020 15:31,A,,55077,,,,,,,"5,466",,
9637260,D8HP,201030,9637260,538005629,,V7FO4,20,KMS8802,3,41,HYUNDAI PRIDE,HYUNDAI PRIDE,KR,KR,CHA,KR,,,,1,"142,620","142,620","78,386","146,060",366,48,16,351,23,9,1,1,,3/3/2014 0:00,,,,,,1073026210,1079396630,,,N,N,180104나용구분변경,10/13/2020 8:36,Y,,,,,,,,,,,,,,bpa020,1/4/2018 10:42,vtms,5/2/2021 10:42,A,,63120,,,,,,,"13,154",,
9695298,V7GJ4,,9695298,538005718,,,20,ICZ0830,3,41,흥아 영,HEUNG-A YOUNG,MH,MH,ZZZ,KR,ICZ0830,MH,ICZ0830,1,"9,599","9,599","4,515","11,806",141,23,8,141,11,1,1,1,,1/28/2014 0:00,8/6/2014 0:00,,,,,115965258,1030906701,,,N,N,140729신규,11/20/2019 14:51,Y,,,,,,,,,,,,,,sima3116,8/6/2014 10:19,ipsae,5/4/2021 7:57,A,,56541,,,,,,,"1,103",,
9694543,V7GM4,,9694543,538005727,,,20,KMC0155,3,41,WIDE CHARLIE,WIDE CHARLIE,MH,MH,MAJ,MH,,,,1,"51,872","51,872","29,415","65,193",245,37,14,245,18,,1,1,,9/18/2013 0:00,6/12/2015 0:00,,,,,1085379098,,,,,N,150608 신규(기존V7GM4 삭제후 신규등록),6/8/2015 0:00,Y,,,,,,,,,,,,,,bpa020,6/12/2015 13:21,bpa020-IHS,10/27/2020 15:31,A,,,,,,,,,"5,466",,
9698628,V7GN7,,9698628,538005732,,,20,KMC0155,3,41,SAN FELIPE,SAN FELIPE,MH,MH,MAJ,DK,,,,1,"96,386","96,386","59,541","115,356",288,48,7,288,19,,1,1,,4/1/2014 0:00,,,,,,1098165350,1042796350,,,N,N,,3/13/2020 9:01,Y,,,,,,,,,,,,,,bpa020,4/25/2017 12:45,vtms,3/20/2021 0:06,A,,59008,,,,,,,"8,714",,
9698630,V7GN9,,9698630,538005733,,,20,KMC0155,3,41,SAN FELIX,SAN FELIX,MH,MH,MAJ,DK,,,,1,"96,386","96,386","59,541","115,181",288,48,15,288,19,,1,1,,6/1/2014 0:00,,,,,,1098165350,556816181,,,N,N,,4/23/2019 10:56,Y,,,,,,,,,,,,,,kntyg01,11/5/2014 13:42,vtms,3/9/2021 0:00,A,,52040,,,,,,,"8,714",,
9698642,V7GO3,,9698642,538005734,,,20,KMC0155,1,41,SAN FERNANDO,SAN FERNANDO,MH,MH,MAJ,DK,,,,1,"96,386","96,386","59,541","115,489",288,48,15,288,19,,1,1,,6/1/2014 0:00,,,,,,1098165350,1042796350,175710979,,N,N,"180911 총길이,깊이,길이,운영자국적,대리점 변경",3/2/2020 9:11,Y,,,,,,,,,,,,,,bpa020,3/3/2017 16:01,KLKMSKE0-IHS,10/27/2020 15:31,A,,58760,,,,,,,"8,714",,
9698654,V7GO6,,9698654,538005735,,,20,KMC0155,3,41,SAN FRANCISCA,SAN FRANCISCA,MH,MH,MAJ,DK,,,KMC0155,1,"96,386","96,386","59,541","115,414",288,48,12,288,19,,1,1,,6/1/2014 0:00,,,,,,1098165350,516376530,,,N,N,"180604 총길이,대리점,운영자국적,운항형태 변경/150130대리점변경",6/4/2018 0:00,Y,,,,,,,,,,,,,,piri23,2/3/2015 10:11,vtms,10/28/2020 15:57,A,,46409,,,,,,,"8,714",,
9694567,V7GQ5,,9694567,538005747,,,20,KMC0155,3,41,MAERSK EUPHRATES,MAERSK EUPHRATES,MH,MH,MAJ,MH,,,KMC0155,1,"51,872","51,872","29,415","65,165",245,37,14,245,18,,1,1,,1/23/2013 0:00,7/18/2018 0:00,,,,,1098165350,,,,N,N,180718 신규등록,7/18/2018 0:00,Y,,,,,,,,,,,,,,bpa163009,7/18/2018 9:52,vtms,3/11/2021 21:59,,,47216,,,,,,,"5,466",,
V7GQ8,V7GQ8,,9694593,538005750,,,20,KMC0360,3,41,WIDE HOTEL,WIDE HOTEL,MH,MH,MAJ,DE,,,,1,"51,872","51,872","29,415","65,165",245,37,13,245,18,,1,1,,5/13/2014 0:00,,,,,,1066666726,1094502281,,,N,N,,4/7/2020 10:55,Y,,,,,,,,,,,,,,bpa020,3/30/2017 8:33,vtms,4/20/2021 0:02,A,,59471,,,,,,,"5,466",,
A8HZ6,V7HU7,,9302633,538005888,,A8HZ6,20,KMC0326,3,41,SEAMAX FAIRFIELD,SEAMAX FAIRFIELD,MH,MH,MAJ,CH,,,,1,"90,389","90,389","55,275","101,411",336,43,15,321,20,,1,1,,11/1/2006 0:00,,,,,,1045657192,1093328977,,,N,N,170804대리점변경,7/17/2020 6:29,Y,,,,,,,,,,,,,,bpa020,8/4/2017 17:45,vtms,3/23/2021 19:11,A,,61452,,,,,,,"8,208",,
9693939,V7HY3,,9693939,538005896,,,20,ICZ0830,3,41,흥아 하이퐁,HEUNG-A HAIPHONG,MH,MH,ZZZ,KR,ICZ0830,MH,ICZ0830,1,"9,998","9,998","4,927","12,452",141,25,8,141,11,1,1,1,,7/24/2014 0:00,,,,,,1035965258,115965258,1034576578,,N,N,2016.023 기관이상으로 e1 비상투,9/23/2020 13:39,Y,,,,,,,,,,,,,,mbzmpc06,4/16/2017 20:39,ipsae,4/26/2021 6:23,A,대리점 흥아라인 051-950-3807  담당자 010-3596-5258,62761,,,,,,,"1,006",,
